Training Steps,corpus0_train_bleu_nld_Latn_to_gos_Latn_src_to_tgt,corpus0_train_bleu_gos_Latn_to_nld_Latn_tgt_to_src,corpus0_train_chrf_nld_Latn_to_gos_Latn_src_to_tgt,corpus0_train_chrf_gos_Latn_to_nld_Latn_tgt_to_src,corpus0_validate_bleu_nld_Latn_to_gos_Latn_src_to_tgt,corpus0_validate_bleu_gos_Latn_to_nld_Latn_tgt_to_src,corpus0_validate_chrf_nld_Latn_to_gos_Latn_src_to_tgt,corpus0_validate_chrf_gos_Latn_to_nld_Latn_tgt_to_src
epoch1,44.32248207168586,41.05370122302375,68.08748917615885,60.93709412516244,41.3468242865216,42.283202262030926,66.70268531771471,61.4413831584202
epoch2,57.98202653677463,48.82160149881655,76.81857283416863,67.24204624900935,51.95774184732351,44.835744078596136,74.04521258098971,63.72854413801877
epoch3,65.62138314540573,51.54685013397575,81.43465225541749,68.70141965388893,51.77305265652816,46.88153394578839,74.57032775489758,65.72028274290106
epoch4,69.99144575252728,52.09301595498543,84.09340462975163,69.15119744692393,57.95933534038747,48.86064984657111,77.54037926790603,66.97565680579996
epoch5,74.84512283636084,54.86585398141292,87.40416615039602,71.59111691061214,58.994637585411674,48.23191229250344,77.89896608445692,66.54483635194303
epoch6,77.93775850029408,56.008598324565696,88.5903503136281,71.61513655119458,59.62016957314542,46.90777948308839,79.47908830761318,66.09358439953182
epoch7,81.54037811728423,55.87811885932579,91.26700045075737,70.76818214603958,60.845561257085386,48.39688283829884,80.57210402338964,66.85312804423721
epoch8,79.75690704718403,56.422304191961985,90.05612735730118,71.0268247307772,62.58586477946255,47.865190493203734,81.14933728416926,65.97409713561724
epoch9,82.08587781077553,56.89406578761867,91.86436626243595,71.57172344500144,60.47985272272032,47.923542714665395,80.26620568551247,66.45937071249539
epoch10,85.96182783686237,58.6807478714114,92.67699986555816,73.84706089645297,60.01775223594637,49.256418115135695,80.34469107826507,67.1871386438996
epoch11,86.25435399486231,58.24505733433928,92.8753660885125,73.63314254152348,60.77114777067233,49.2143601399507,80.1312467567639,67.33199879673106
epoch12,85.61758890210679,58.994632110420774,94.07857332666477,74.12318559309713,59.13084296577774,49.343929210987085,79.32143732331866,67.0283204147459
